letter,name,meaning
அ,அமிழ்தவானம்,
அ,அமிழ்தவாம்பல்,
அ,அமிழ்தவாம்பல்,
அ,அமிழ்தவாரி,
அ,அமிழ்தவாரி,
அ,அமிழ்தவாற்றல்,
அ,அமிழ்தவாற்றல்,
அ,அமிழ்தவாழி,
அ,அமிழ்தவாழி,
அ,அமிழ்தவாழை,
அ,அமிழ்தவாழை,
அ,அமிழ்தவிசை,
அ,அமிழ்தவிசை,
அ,அமிழ்தவில்,
அ,அமிழ்தவில்,
அ,அமிழ்தினி,மருந்து
அ,அமுதக்கடல்,
அ,அமுதக்கடல்,
அ,அமுதக்கணை,
அ,அமுதக்கணை,
அ,அமுதக்கண்ணி,
அ,அமுதக்கண்ணி,
அ,அமுதக்கண்ணு,
அ,அமுதக்கண்ணு,
அ,அமுதக்கதிர்,
அ,அமுதக்கதிர்,
அ,அமுதக்கனி,
அ,அமுதக்கனி,
அ,அமுதக்கயல்,
அ,அமுதக்கயல்,
அ,அமுதக்கரை,
அ,அமுதக்கரை,
அ,அமுதக்கலம்,
அ,அமுதக்கலம்,
அ,அமுதக்கலை,
அ,அமுதக்கலை,
அ,அமுதக்கழனி,
அ,அமுதக்கழனி,
அ,அமுதக்கிளி,
அ,அமுதக்கிளி,
அ,அமுதக்கிள்ளை,
அ,அமுதக்கிள்ளை,
அ,அமுதக்குட்டி,
அ,அமுதக்குட்டி,
அ,அமுதக்குயில்,
அ,அமுதக்குயில்,
அ,அமுதக்குரல்,
அ,அமுதக்குரல்,
அ,அமுதக்குழலி,
அ,அமுதக்குழலி,
அ,அமுதக்கொழுந்து,
அ,அமுதக்கொழுந்து,
அ,அமுதச்சாந்து,
அ,அமுதச்சாந்து,
அ,அமுதச்சாரல்,
அ,அமுதச்சாரல்,
அ,அமுதச்சிட்டு,
அ,அமுதச்சிட்டு,
அ,அமுதச்சுடர்,"அமுதம் - இனிமை, சுடர் - ஒளி"
அ,அமுதச்சுடர்,
அ,அமுதச்சுனை,
அ,அமுதச்சுனை,
அ,அமுதச்செல்வம்,
அ,அமுதச்செல்வம்,
அ,அமுதச்செல்வி,
அ,அமுதச்செல்வி,
அ,அமுதச்சேய்,
அ,அமுதச்சேய்,
அ,அமுதச்சொல்,
அ,அமுதச்சொல்,
அ,அமுதச்சோணை,
அ,அமுதச்சோணை,
அ,அமுதச்சோலை,
அ,அமுதச்சோலை,
அ,அமுதணி,
அ,அமுதணி,
அ,அமுதத்தமிழ்,
அ,அமுதத்தமிழ்,
அ,அமுதத்தாய்,
அ,அமுதத்தாய்,
அ,அமுதத்தி,
அ,அமுதத்தி,
அ,அமுதத்திரு,
அ,அமுதத்திரு,
அ,அமுதத்துணை,
அ,அமுதத்துணை,
அ,அமுதநகை,
அ,அமுதநகை,
அ,அமுதநங்கை,
அ,அமுதநங்கை,
அ,அமுதநன்னி,
அ,அமுதநன்னி,
அ,அமுதநாச்சி,
அ,அமுதநாச்சி,
அ,அமுதநிலவு,
அ,அமுதநிலவு,
அ,அமுதநிலா,
அ,அமுதநிலா,
அ,அமுதநெஞ்சள்,
அ,அமுதநெஞ்சள்,
அ,அமுதநெய்தல்,
அ,அமுதநெய்தல்,
அ,அமுதநெறி,
அ,அமுதநெறி,
அ,அமுதநொச்சி,
அ,அமுதநொச்சி,
அ,அமுதப்பண்,
அ,அமுதப்பண்,
அ,அமுதப்பழம்,
அ,அமுதப்பழம்,
அ,அமுதப்பிணை,
அ,அமுதப்பிணை,
அ,அமுதப்பிறை,
அ,அமுதப்பிறை,
அ,அமுதப்பிள்ளை,
அ,அமுதப்பிள்ளை,
அ,அமுதப்புகழ்,
அ,அமுதப்புகழ்,
அ,அமுதப்புணை,
அ,அமுதப்புணை,
அ,அமுதப்புனல்,
அ,அமுதப்புனல்,
அ,அமுதப்பூ,
அ,அமுதப்பூ,
அ,அமுதப்பூவை,
அ,அமுதப்பூவை,
அ,அமுதப்பொன்,
அ,அமுதப்பொன்,
அ,அமுதப்பொன்னி,
அ,அமுதப்பொன்னி,
அ,அமுதப்பொழில்,
அ,அமுதப்பொழில்,
அ,அமுதமகள்,
அ,அமுதமகள்,
அ,அமுதமங்கை,
அ,அமுதமடந்தை,
அ,அமுதமணி,
அ,அமுதமதி,
அ,அமுதமனை,
அ,அமுதமருதம்,
அ,அமுதமறை,
அ,அமுதமலர்,
அ,அமுதமலை,
அ,அமுதமலையள்,
அ,அமுதமாதேவி,
அ,அமுதமானம்,
அ,அமுதமான்,
அ,அமுதமாமணி,
அ,அமுதமாமதி,
அ,அமுதமாமயில்,
அ,அமுதமாரி,
அ,அமுதமின்னல்,
அ,அமுதமீன்,
அ,அமுதமுகிலி,
அ,அமுதமுகில்,
அ,அமுதமுகை,
அ,அமுதமுடி,
அ,அமுதமுத்து,
அ,அமுதமுரசு,
அ,அமுதமுறுவல்,
அ,அமுதமுல்லை,
அ,அமுதமேந்தி,
அ,அமுதமேழி,
அ,அமுதமொட்டு,
அ,அமுதமொழி,
அ,அமுதமௌவல்,
அ,அமுதம்,
அ,அமுதம்,
அ,அமுதம்,
அ,அமுதம்மா,
அ,அமுதம்மா,
அ,அமுதம்மா,
அ,அமுதம்மாள்,
அ,அமுதம்மாள்,
அ,அமுதம்மை,
அ,அமுதம்மை,
அ,அமுதயாழ்,
அ,அமுதரசி,
அ,அமுதரசு,
அ,அமுதரண்,
அ,அமுதரி,
அ,அமுதருவி,
அ,அமுதலரி,
அ,அமுதலை,
அ,அமுதல்லி,
அ,அமுதவடிவு,
அ,அமுதவணி,
அ,அமுதவம்மா,
அ,அமுதவம்மாள்,
அ,அமுதவம்மை,
அ,அமுதவயல்,
அ,அமுதவரசி,
அ,அமுதவரசு,
அ,அமுதவரண்,
அ,அமுதவரி,
அ,அமுதவருவி,
அ,அமுதவலரி,
அ,அமுதவலை,
அ,அமுதவல்லி,
அ,அமுதவளை,
அ,அமுதவள்ளி,
அ,அமுதவழகி,
அ,அமுதவழகு,
அ,அமுதவாகை,
அ,அமுதவாணி,
அ,அமுதவாத்தி,
அ,அமுதவானம்,
அ,அமுதவாம்பல்,
அ,அமுதவாரி,
அ,அமுதவாற்றல்,
அ,அமுதவாழி,
அ,அமுதவாழை,
அ,அமுதவிசை,
அ,அமுதவினியள்,
அ,அமுதவின்பம்,
அ,அமுதவிறலி,
அ,அமுதவிறல்,
அ,அமுதவிறைவி,
அ,அமுதவில்,
அ,அமுதவிளக்கு,
அ,அமுதவிழி,
அ,அமுதவிழை,
அ,அமுதவீ,
அ,அமுதவுரு,
அ,அமுதவூராள்,
அ,அமுதவெட்சி,
அ,அமுதவெண்ணி,
அ,அமுதவென்றி,
அ,அமுதவெற்றி,
அ,அமுதவெள்ளி,
அ,அமுதவெழினி,
அ,அமுதவெழிலி,
அ,அமுதவெழில்,
அ,அமுதவேல்,
அ,அமுதவொளி,
அ,அமுதவோதி,
அ,அமுதவோவியம்,
அ,அமுதாத்தி,
அ,அமுதாம்பல்,
அ,அமுதாற்றல்,
அ,அமுதாழி,
அ,அமுதிசை,
அ,அமுதினி,
அ,அமுதினியள்,
அ,அமுதினியாள்,
அ,அமுதின்பம்,
அ,அமுதிறைவி,
அ,அமுதிழை,
அ,அமுது,
அ,அமுதுடையாள்,
அ,அமுதுரு,
அ,அமுதூராள்,
அ,அமுதெழினி,
அ,அமுதெழிலி,
அ,அமுதெழில்,
அ,அமுதேந்தி,
அ,அமுதொளி,
அ,அமுதோவியம்,
அ,அமை,
அ,அமைசுடர்,
அ,அமைசெல்வம்,
அ,அமைதகை,
அ,அமைதி,
அ,அமைதிரு,
அ,அமைதிறல்,
அ,அமைநெறி,
அ,அமைபுகழ்,
அ,அமைமா,மலர்
அ,அமையன்பு,
அ,அமையறிவு,
அ,அமையழகு,
அ,அமையெழில்,
அ,அமையொளி,
அ,அமைவுரு,
அ,அம்மணி,
அ,அம்மா,
அ,அம்மாக்கடல்,
அ,அம்மாக்கணை,
அ,அம்மாக்கண்ணி,
அ,அம்மாக்கண்ணு,
அ,அம்மாக்கண்ணு,
அ,அம்மாக்கதிர்,
அ,அம்மாக்கனல்,
அ,அம்மாக்கனி,
அ,அம்மாக்கயல்,
அ,அம்மாக்கரை,
அ,அம்மாக்கலம்,
அ,அம்மாக்கலை,
அ,அம்மாக்கிளி,
அ,அம்மாக்கிள்ளை,
அ,அம்மாக்குட்டி,
அ,அம்மாக்குயில்,
அ,அம்மாக்குறிஞ்சி,
அ,அம்மாக்குழலி,
அ,அம்மாக்குழல்,
அ,அம்மாக்கூந்தல்,
அ,அம்மாக்கொடி,
அ,அம்மாக்கொடை,
அ,அம்மாக்கொன்றை,
அ,அம்மாக்கொழுந்து,
அ,அம்மாக்கோதை,
அ,அம்மாச்சாரல்,
அ,அம்மாச்சிட்டு,
அ,அம்மாச்சிட்டு,
அ,அம்மாச்சிலம்பு,
அ,அம்மாச்சிலம்பு,
அ,அம்மாச்சுடர்,
அ,அம்மாச்சுடர்,
அ,அம்மாச்சுனை,
அ,அம்மாச்சுனை,
அ,அம்மாச்சுரபி,
அ,அம்மாச்சுரபி,
அ,அம்மாச்செல்வம்,
அ,அம்மாச்செல்வம்,
அ,அம்மாச்செல்வி,
அ,அம்மாச்செல்வி,
அ,அம்மாச்சேய்,
அ,அம்மாச்சேய்,
அ,அம்மாச்சொல்,
அ,அம்மாச்சொல்,
அ,அம்மாச்சோணை,
அ,அம்மாச்சோணை,
அ,அம்மாச்சோலை,
அ,அம்மாச்சோலை,
அ,அம்மாத்தகை,
அ,அம்மாத்தகை,
அ,அம்மாத்தணல்,
அ,அம்மாத்தணல்,
அ,அம்மாத்தமிழ்,
அ,அம்மாத்தமிழ்,
அ,அம்மாத்தழல்,
அ,அம்மாத்தழல்,
அ,அம்மாத்தழை,
அ,அம்மாத்தழை,
அ,அம்மாத்தாய்‌,
அ,அம்மாத்திரு,
அ,அம்மாத்திரு,
அ,அம்மாத்திறல்,
அ,அம்மாத்திறல்,
அ,அம்மாத்துணை,
அ,அம்மாத்துணை,
அ,அம்மாத்துறை,
அ,அம்மாத்துறை,
அ,அம்மாத்தென்றல்,
அ,அம்மாத்தென்றல்,
அ,அம்மாத்தோகை,
அ,அம்மாத்தோகை,
அ,அம்மாநகை,
அ,அம்மாநகை,
அ,அம்மாநிலவு,
அ,அம்மாநிலவு,
அ,அம்மாநிலா,
அ,அம்மாநிலா,
அ,அம்மாநெய்தல்,
அ,அம்மாநெய்தல்,
அ,அம்மாநெறி,
அ,அம்மாநெறி,
அ,அம்மாநொச்சி,
அ,அம்மாநொச்சி,
அ,அம்மாந்தளிர்,
அ,அம்மாந்தளிர்,
அ,அம்மாப்பண்,
